,Dates,Mean_global_active_power
0,16/12/2006,3.054658227848103
1,17/12/2006,2.355930507296734
2,18/12/2006,1.5311966643502406
3,19/12/2006,1.1575719249478809
4,20/12/2006,1.5454204308547597
5,21/12/2006,1.1944453723034094
6,22/12/2006,1.6268366921473238
7,23/12/2006,3.3133620569840154
8,24/12/2006,1.7716622654621312
9,25/12/2006,1.9043571924947917
10,26/12/2006,2.733480194579569
11,27/12/2006,1.06221403752606
12,28/12/2006,1.4394051424600418
13,29/12/2006,2.2058207088255712
14,30/12/2006,1.9404050104384143
15,31/12/2006,2.426372480889506
16,1/1/2007,1.9100375260597746
17,2/1/2007,0.8811521890201532
18,3/1/2007,0.7039152189020157
19,4/1/2007,2.264225156358576
20,5/1/2007,1.8843780403057628
21,6/1/2007,1.04716191799861
22,7/1/2007,1.6999555246699112
23,8/1/2007,1.5573634468380804
24,9/1/2007,1.2985892981236962
25,10/1/2007,1.4971202223766478
26,11/1/2007,1.5663029881862407
27,12/1/2007,1.0153412091730385
28,13/1/2007,2.2106435024322435
29,14/1/2007,2.090774687065367
30,15/1/2007,1.4919054899235566
31,16/1/2007,1.1717317581653925
32,17/1/2007,1.9779569145239742
33,18/1/2007,1.265617790132037
34,19/1/2007,1.0279457956914542
35,20/1/2007,2.17592494788047
36,21/1/2007,2.367648366921472
37,22/1/2007,1.5142126476719946
38,23/1/2007,1.23358999305073
39,24/1/2007,2.0753620569840154
40,25/1/2007,1.1091327310632366
41,26/1/2007,1.1223544127866563
42,27/1/2007,1.4170493398193194
43,28/1/2007,2.1487468706536776
44,29/1/2007,1.3768172341904101
45,30/1/2007,1.186414176511465
46,31/1/2007,1.642408617095206
47,1/2/2007,1.2671577484364143
48,2/2/2007,1.1563974982626808
49,3/2/2007,2.7979986101459318
50,4/2/2007,2.4986685198054217
51,5/2/2007,1.1430646282140373
52,6/2/2007,0.884764419735928
53,7/2/2007,1.6175274496177907
54,8/2/2007,1.2515510771369007
55,9/2/2007,1.1256164002779716
56,10/2/2007,1.9641306462821402
57,11/2/2007,2.4807713690062534
58,12/2/2007,1.304575399583044
59,13/2/2007,0.9828394718554554
60,14/2/2007,1.7361459346768564
61,15/2/2007,1.3785517720639318
62,16/2/2007,1.1817484364141748
63,17/2/2007,1.4406490618485075
64,18/2/2007,2.66113968033357
65,19/2/2007,1.5178234885337025
66,20/2/2007,2.1887546907574733
67,21/2/2007,1.4372981236970137
68,22/2/2007,2.3438329853862183
69,23/2/2007,0.9122779708130664
70,24/2/2007,0.49659346768589413
71,25/2/2007,0.34838498957609526
72,26/2/2007,0.3948950660180681
73,27/2/2007,0.35976928422515453
74,28/2/2007,0.3617428769979159
75,1/3/2007,0.3594579569145251
76,2/3/2007,0.3581528839471859
77,3/3/2007,0.5690271021542743
78,4/3/2007,1.45264211257818
79,5/3/2007,1.848592077831828
80,6/3/2007,0.8652091730368296
81,7/3/2007,1.650311327310634
82,8/3/2007,1.0923571924947855
83,9/3/2007,0.8841667824878385
84,10/3/2007,1.7250548992355859
85,11/3/2007,2.418628214037527
86,12/3/2007,1.3554079221681727
87,13/3/2007,0.8962890896455896
88,14/3/2007,1.2456011118832522
89,15/3/2007,1.309260597637249
90,16/3/2007,1.1820444753300896
91,17/3/2007,1.4090854760250189
92,18/3/2007,1.647491313412089
93,19/3/2007,1.4956136205698394
94,20/3/2007,1.4488617095205003
95,21/3/2007,1.4853064628214045
96,22/3/2007,1.0101667824878386
97,23/3/2007,0.9095205003474635
98,24/3/2007,2.0604683808200157
99,25/3/2007,2.319087621696802
100,26/3/2007,0.9838540653231407
101,27/3/2007,0.7677831827658095
102,28/3/2007,1.6216483669214743
103,29/3/2007,1.1050118137595546
104,30/3/2007,0.9742974287699775
105,31/3/2007,2.436264072272412
106,1/4/2007,1.935013203613625
107,2/4/2007,1.361658095899933
108,3/4/2007,1.1413620569840146
109,4/4/2007,1.4256706045865164
110,5/4/2007,1.2805489923558027
111,6/4/2007,1.111873523280056
112,7/4/2007,1.0774162612925635
113,8/4/2007,1.1177984711605264
114,9/4/2007,0.6953648366921491
115,10/4/2007,0.5389562195969425
116,11/4/2007,0.6164781097984727
117,12/4/2007,0.3733940236275197
118,13/4/2007,0.38260736622654706
119,14/4/2007,0.38485615010424024
120,15/4/2007,0.5044127866574012
121,16/4/2007,0.6615969423210561
122,17/4/2007,0.8495066018068115
123,18/4/2007,0.6933676164002782
124,19/4/2007,0.7147519110493422
125,20/4/2007,0.5715510771369005
126,21/4/2007,1.162448922863098
127,22/4/2007,1.5519305072967344
128,23/4/2007,0.7326796386379426
129,24/4/2007,0.7170548992355799
130,25/4/2007,0.8783530229325917
131,26/4/2007,0.8862793606671304
132,27/4/2007,0.7595316191799851
133,28/4/2007,1.0827619047619048
134,29/4/2007,
135,30/4/2007,0.7312452173913042
136,1/5/2007,1.1559388464211249
137,2/5/2007,0.6950298818624049
138,3/5/2007,0.7574885337039606
139,4/5/2007,0.6934398888116765
140,5/5/2007,1.085353717859626
141,6/5/2007,1.4599485753995836
142,7/5/2007,1.141653926337735
143,8/5/2007,1.243230020847811
144,9/5/2007,1.1574357192494782
145,10/5/2007,0.49176650451702597
146,11/5/2007,0.6795705350938152
147,12/5/2007,1.001506601806808
148,13/5/2007,1.13583599722029
149,14/5/2007,1.0196414176511477
150,15/5/2007,0.6276122307157748
151,16/5/2007,1.176202918693537
152,17/5/2007,0.854964558721333
153,18/5/2007,1.1335830437804013
154,19/5/2007,0.9924294649061832
155,20/5/2007,1.3668366921473238
156,21/5/2007,0.778218207088257
157,22/5/2007,0.7870437804030571
158,23/5/2007,1.0178262682418373
159,24/5/2007,0.8019763724808905
160,25/5/2007,1.121608061153577
161,26/5/2007,1.0505559416261285
162,27/5/2007,1.4965587213342575
163,28/5/2007,1.1376511466296044
164,29/5/2007,0.7373412091730355
165,30/5/2007,1.117880472550382
166,31/5/2007,0.6519388464211262
167,1/6/2007,0.7264937413073703
168,2/6/2007,1.031245309242528
169,3/6/2007,1.4645615010423902
170,4/6/2007,0.6330938151494084
171,5/6/2007,1.0128617095205015
172,6/6/2007,1.1775535465924871
173,7/6/2007,0.6841959694232115
174,8/6/2007,1.4919444058373867
175,9/6/2007,0.7561641684511063
176,10/6/2007,0.9313273106323835
177,11/6/2007,0.5519263377345375
178,12/6/2007,0.6382918693537171
179,13/6/2007,0.6442501737317585
180,14/6/2007,0.8726796386379428
181,15/6/2007,0.687491313412092
182,16/6/2007,1.4008116747741488
183,17/6/2007,1.3529520500347478
184,18/6/2007,0.47131202223766666
185,19/6/2007,0.5860250521920661
186,20/6/2007,0.7463085476025042
187,21/6/2007,0.5605670604586511
188,22/6/2007,0.3934496177901314
189,23/6/2007,0.33170952050034835
190,24/6/2007,0.49614871438498775
191,25/6/2007,0.7448589298123693
192,26/6/2007,0.6564628214037508
193,27/6/2007,1.0288116747741471
194,28/6/2007,0.8999902710215418
195,29/6/2007,0.9067983310152985
196,30/6/2007,0.9261751216122297
197,1/7/2007,0.7132550382209865
198,2/7/2007,0.6718276580958988
199,3/7/2007,0.736204308547602
200,4/7/2007,0.6969673384294665
201,5/7/2007,0.7329895760945084
202,6/7/2007,0.7409061848505899
203,7/7/2007,0.9437053509381509
204,8/7/2007,0.7555608061153588
205,9/7/2007,0.8171341209173033
206,10/7/2007,0.6308617095204985
207,11/7/2007,0.5018332175121577
208,12/7/2007,0.7430368311327309
209,13/7/2007,0.5518012508686602
210,14/7/2007,0.8949673384294644
211,15/7/2007,0.699573720397249
212,16/7/2007,0.5931507991660874
213,17/7/2007,0.49992633773454
214,18/7/2007,0.5259666435024333
215,19/7/2007,0.47095760945100834
216,20/7/2007,0.771516330785268
217,21/7/2007,0.7358860319666445
218,22/7/2007,0.9565312934631436
219,23/7/2007,0.6885392633773452
220,24/7/2007,0.5725587213342603
221,25/7/2007,0.3283057678943738
222,26/7/2007,0.6423002084781108
223,27/7/2007,0.8347852675469072
224,28/7/2007,1.1270034746351643
225,29/7/2007,0.22307991660875667
226,30/7/2007,0.3235455177206377
227,31/7/2007,0.5644405837387065
228,1/8/2007,0.747698166431595
229,2/8/2007,0.7072272411396792
230,3/8/2007,0.73763168867269
231,4/8/2007,0.7938026407227224
232,5/8/2007,0.5468283530229298
233,6/8/2007,0.7549631688672683
234,7/8/2007,1.0296316886726902
235,8/8/2007,0.7797678943710867
236,9/8/2007,0.7445573314801958
237,10/8/2007,0.7129451007644204
238,11/8/2007,0.7573801250868692
239,12/8/2007,0.8607991660875638
240,13/8/2007,0.7996845031271712
